name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Than Hải Phòng,Coal,Proposed,2030+,Hải Phòng,2400.0,,,4x600 MW delayed
Than Hải Phòng III,Coal,Proposed,2028-2030,Hải Phòng,2400.0,,,Delayed project
Than Hòa Bình,Coal,Operational,1975-1995,Hòa Bình,1920.0,,,8x240 MW original
Than Kim Sơn,Coal,Proposed,2027-2030,Ninh Bình,3000.0,,,Proposed 2x1500 MW
Than Lục Nam,Coal,Proposed,2023-2024,Bắc Giang,100.0,,,Small plant
Than Mạo Khê,Coal,Operational,2013,Quảng Ninh,440.0,,,2x220 MW
Than Nam Định I,Coal,Suspended,2021,Nam Định,1200.0,,,"Delayed 3 years, BOT issues"
Than Nam Định II,Coal,Proposed,2025-2026,Nam Định,2000.0,,,Proposed BOT
Than Nghi Sơn II,Coal,Under construction,2025-2026,Thanh Hóa,1200.0,,,2x600 MW BOT
Than Phú Thọ,Coal,Proposed,2028-2030,Phú Thọ,600.0,,,2x300 MW
Than Quảng Ninh III,Coal,Proposed,2023-2030,Quảng Ninh,3200.0,,,Mixed proposals
Than Quỳnh Lập I,Coal,Suspended,2022-2023,Nghệ An,1200.0,,,"Permitted, delayed"
Than Quỳnh Lập II,Coal,Proposed,2027-2028,Nghệ An,1200.0,,,BOT proposal
Than Sông Hậu III,Coal,Proposed,2030+,Hậu Giang,2000.0,,,2x1000 MW
Than Thái Bình III,Coal,Proposed,2030+,Thái Bình,4000.0,,,Proposed large plant
Than Thái Bình II,Coal,Operational,2020-2021,Thái Bình,1200.0,,,2x600 MW
Than Vàng Danh,Coal,Operational,2009-2010,Quảng Ninh,60.0,,,Cogeneration
Than Vàng Danh (LNG),Imported LNG,Proposed,2030+,Quảng Ninh,60.0,,,Conversion study
Than Văn Phong,Coal,Proposed,2025-2027,Khánh Hòa,1320.0,,,2x660 MW
Than Vĩnh Tân III,Coal,Suspended,2022-2023,Bình Thuận,1980.0,,,"PPA issues, delayed 2 years"
Than Vĩnh Tân IV,Coal,Operational,2017-2018,Bình Thuận,1200.0,,,2x600 MW
Than Vĩnh Tân IV mở rộng,Coal,Operational,2019,Bình Thuận,600.0,,,Additional 600 MW
Than Vĩnh Tân VI,Coal,Operational,2020-2021,Bình Thuận,1200.0,,,2x600 MW
Than Vũng Áng I,Coal,Operational,2013-2014,Hà Tĩnh,1200.0,,,2x600 MW
Than Vũng Áng II,Coal,Under construction,2024-2025,Hà Tĩnh,1200.0,,,BOT project
Than Vũng Áng III,Coal,Suspended,2024-2025,Hà Tĩnh,1200.0,,,"Permitted, delayed"
Than Đầu tư Rang Dong,Coal,Proposed,2030+,Nam Định,2400.0,,,Proposed plant
Than Đông Phù Yên,Coal,Suspended,2024-2025,Phú Yên,3000.0,,,"Permitted, 3x1000 MW"
Thủ Đức,Oil,Decommissioned,1970-2000s,Hồ Chí Minh,165.0,,,Retired oil plant
Thủ Đức GT,Domestic gas,Operational,2005-2010,Hồ Chí Minh,128.0,,,Gas turbine
Thủ Đức (CT),Oil,Decommissioned,1990s,Hồ Chí Minh,165.0,,,Retired plant
Thủ Đức (khí),Domestic gas,Proposed,2030+,Hồ Chí Minh,165.0,,,Potential conversion
Thủy điện Bắc Ái,Domestic gas,Operational,2020-2022,Ninh Thuận,1200.0,,,4x300 MW pumped hydro
Thủy điện Bắc Ái mở rộng,Domestic gas,Proposed,2023-2025,Ninh Thuận,600.0,,,2x300 MW expansion
Thủy điện Bản Mồng,Coal,Proposed,2020,Nghệ An,60.0,,,Proposed coal plant
Thủy điện Bảo Lâm 3,Coal,Operational,2019,Lâm Đồng,46.0,,,Small coal plant
Thủy điện Bá Thước II,Coal,Operational,2012-2014,Thanh Hóa,80.0,,,2x40 MW
Thủy điện Chi Khê,Coal,Operational,2017,Nghệ An,41.0,,,Small plant
Thủy điện Đơn Dương,Domestic gas,Proposed,2026-2028,Lâm Đồng,600.0,,,Pumped hydro + gas
Thủy điện Đăk Mi 2,Coal,Operational,2013-2015,Quảng Nam,98.0,,,Small coal plant
Thủy điện Đăk Mi 3,Coal,Operational,2016,Quảng Nam,45.0,,,Small plant
Thủy điện Đăk Re,Coal,Operational,2013-2014,Quảng Nam,60.0,,,Small plant
Thủy điện Đúc Long Gia Lai,Coal,Operational,2015-2016,Đồng Nai,241.0,,,3 units
Thủy điện Hà Giang,Coal,Proposed,2018-2020,Hà Giang,200.0,,,Proposed coal
Thủy điện Hòa Bình mở rộng,Coal,Under construction,2023-2024,Hòa Bình,480.0,,,2x240 MW
Thủy điện Hồi Xuân,Coal,Operational,2013-2015,Thanh Hóa,102.0,,,Small coal plant
Thủy điện Hồ Xuân,Coal,Proposed,2030+,Hòa Bình,200.0,,,Proposed expansion
Thủy điện Hứng Lộc,Coal,Proposed,2022,Nghệ An,180.0,,,Proposed plant
Thủy điện Hữu Nghị,Coal,Proposed,2025-2027,Quảng Ninh,600.0,,,Proposed coal
Thủy điện Ia Ly,Coal,Operational,2000-2004,Gia Lai,720.0,,,3x240 MW CFB
Thủy điện Ia Ly mở rộng,Coal,Proposed,2025,Gia Lai,360.0,,,Proposed 2x180 MW
Thủy điện La Ngâu,Coal,Operational,2018,Lâm Đồng,36.0,,,Small plant
Thủy điện Lai Châu,Coal,Operational,2014-2016,Lai Châu,1200.0,,,3x400 MW CFB
Thủy điện Lai Châu #2-3,Coal,Operational,2016,Lai Châu,800.0,,,2x400 MW
Thủy điện Lòng Tạo,Coal,Operational,2017,Nghệ An,42.0,,,Small plant
Thủy điện Mỹ Lý,Coal,Suspended,2021-2022,Nghệ An,250.0,,,"Delayed 3 years, financing"
Thủy điện Nậm Chiến 2,Coal,Operational,2011-2012,Sơn La,32.0,,,Small plant
Thủy điện Nậm Mô,Coal,Proposed,2025-2026,Hà Tĩnh,95.0,,,Proposed coal
Thủy điện Nậm Mô (Lào),Coal,Operational,2014-2015,Hà Tĩnh,95.0,,,Import from Laos
Thủy điện Nậm Na 2-3,Coal,Operational,2013-2014,Sơn La,150.0,,,Small plants
Thủy điện Nậm Pân,Coal,Proposed,2020,Sơn La,35.0,,,Small plant
Thủy điện Nậm Sum 1,Coal,Operational,2018,Bình Định,90.0,,,Import project
Thủy điện Nậm Sum 2-3,Coal,Proposed,2019-2020,Bình Định,196.0,,,Import project
Thủy điện Nậm Tống,Coal,Operational,2016,Hà Giang,34.0,,,Small plant
Thủy điện Nhạn Hạc,Coal,Operational,2016,Quảng Bình,59.0,,,Small plant
Thủy điện Nho Quế,Coal,Operational,2016,Hà Giang,80.0,,,2x40 MW
Thủy điện Nhà Bè,Coal,Proposed,2030+,Ninh Thuận,300.0,,,Proposed coal
Thủy điện Pắc Ma,Coal,Proposed,2018-2019,Nghệ An,140.0,,,"Permitted, delayed"
Thủy điện Sông Lô 6,Coal,Operational,2018,Hà Giang,44.0,,,Small plant
Thủy điện Sông Miện,Coal,Operational,2018,Phú Thọ,38.0,,,Small plant
Thủy điện Sông Tranh,Coal,Operational,2010-2012,Quảng Nam,190.0,,,2x95 MW CFB
Thủy điện Thác Mơ,Coal,Operational,1975-1985,Bình Phước,150.0,,,2x75 MW
Thủy điện Thác Mơ mở rộng,Coal,Operational,2017,Bình Phước,75.0,,,Expansion unit
Thủy điện Thanh Thủy,Coal,Proposed,2025-2027,Thanh Hóa,600.0,,,Proposed coal
Thủy điện Thượng Kon Tum,Domestic gas,Operational,2020,Kon Tum,220.0,,,2x110 MW gas
Thủy điện Trung Sơn,Coal,Operational,2016-2017,Thanh Hóa,260.0,,,4x65 MW CFB
Thủy điện Trị An mở rộng,Domestic gas,Proposed,2025,Đồng Nai,200.0,,,Proposed gas unit
Thủy điện Tà Lương,Coal,Proposed,2025-2027,Quảng Ninh,300.0,,,Proposed coal
Thủy điện Vĩnh Sơn II,Coal,Proposed,2019,Bình Định,80.0,,,Proposed coal
Thủy điện Vạn Ninh,Coal,Proposed,2030+,Khánh Hòa,300.0,,,Proposed coal
Thủy điện Yên Sơn,Coal,Operational,2017,Thanh Hóa,70.0,,,Small plant
Thủy điện nước thấp Phú Thọ,Coal,Proposed,2022-2023,Phú Thọ,105.0,,,Proposed coal
Thủy điện tích năng Bác Ái,Domestic gas,Operational,2020-2022,Ninh Thuận,1200.0,,,4x300 MW pumped hydro
Thủy điện tích năng Bác Ái mở rộng,Domestic gas,Proposed,2023-2025,Ninh Thuận,600.0,,,2x300 MW expansion
Thủy điện tích năng Đơn Dương,Domestic gas,Proposed,2026-2028,Lâm Đồng,600.0,,,Pumped hydro + gas
Thủy điện tích năng Ninh Sơn,Domestic gas,Proposed,2028-2030,Ninh Thuận,1200.0,,,4x300 MW
Thủy điện tích năng Ninh Sơn mở rộng,Domestic gas,Proposed,2030+,Ninh Thuận,600.0,,,2x300 MW
Thủy điện tích năng miền Bắc II,Domestic gas,Proposed,2024-2025,Multiple,900.0,,,3x300 MW
Thủy điện tích năng miền Bắc II mở rộng,Domestic gas,Proposed,2026-2028,Multiple,600.0,,,2x300 MW
TBKHH Bạc Liêu,Imported LNG,Proposed,2025-2027,Bạc Liêu,3200.0,,,PDP8 approved
TBKHH Bà Rịa,Domestic gas,Operational,2005-2010,Bà Rịa-Vũng Tàu,389.0,,,Gas turbine
TBKHH Cái Mép H,Imported LNG,Proposed,2030+,Bà Rịa-Vũng Tàu,6000.0,,,Large LNG complex
TBKHH Cần Thơ,Imported LNG,Proposed,2025-2027,Cần Thơ,1500.0,,,Proposed conversion
TBKHH Chân Mây,Imported LNG,Proposed,2025-2027,Thừa Thiên Huế,4000.0,,,Greenfield project
TBKHH Dung Quất I,Domestic gas,Proposed,2024-2025,Quảng Ngãi,750.0,,,"CVX gas, delayed 1 year"
TBKHH Dung Quất II,Imported LNG,Proposed,2026-2028,Quảng Ngãi,750.0,,,Proposed BOT
TBKHH Dung Quất III,Domestic gas,Proposed,2026-2028,Quảng Ngãi,750.0,,,CVX gas
TBKHH Hiệp Phước,Imported LNG,Proposed,2025-2026,Hồ Chí Minh,2700.0,,,Conversion from oil
TBKHH Hải Hà,Imported LNG,Proposed,2026-2028,Quảng Ninh,3000.0,,,Proposed conversion
TBKHH Hải Hà 1-4,Domestic gas,Operational,2019-2028,Quảng Ninh,2400.0,,,Cogeneration expansion
TBKHH Hải Lăng,Imported LNG,Proposed,2026-2027,Quảng Trị,4500.0,,,PDP8 approved
TBKHH Kê Gà,Imported LNG,Proposed,2028-2030,Bình Thuận,3600.0,,,Proposed terminal
TBKHH Kiên Giang #1,Domestic gas,Cancelled,2021-2022,Kiên Giang,750.0,,,Cancelled due to fuel
TBKHH Kiên Giang #2,Domestic gas,Cancelled,2022-2023,Kiên Giang,750.0,,,Cancelled due to fuel
TBKHH Long An I,Imported LNG,Proposed,2025-2026,Long An,1500.0,,,PDP8 approved
TBKHH Long An II,Imported LNG,Proposed,2029-2030,Long An,1500.0,,,PDP8 approved
TBKHH Long Sơn,Imported LNG,Proposed,2025-2026,Bà Rịa-Vũng Tàu,1200.0,,,PDP8 approved
TBKHH Long Sơn II-III,Imported LNG,Proposed,2027-2030,Bà Rịa-Vũng Tàu,3200.0,,,Expansion
TBKHH Long Sơn IV,Imported LNG,Proposed,2030+,Bà Rịa-Vũng Tàu,3600.0,,,Future expansion
TBKHH Mỹ Giang,Imported LNG,Proposed,2028-2030,Khánh Hòa,6000.0,,,Large complex
TBKHH Mũi Giang,Imported LNG,Proposed,2030+,Khánh Hòa,3000.0,,,Proposed terminal
TBKHH Mũi Hèo,Imported LNG,Proposed,2030+,Khánh Hòa,4500.0,,,Large potential site
TBKHH Mũi Kê Gà,Imported LNG,Proposed,2028-2030,Bình Thuận,3600.0,,,Proposed terminal
TBKHH Nam Định,Imported LNG,Proposed,2028-2030,Nam Định,1500.0,,,New LNG
TBKHH Nam Định II,Imported LNG,Proposed,2030+,Nam Định,2000.0,,,Expansion
TBKHH Ngọc Ánh,Imported LNG,Proposed,2030+,Bà Rịa-Vũng Tàu,750.0,,,Proposed
TBKHH Nhơn Trạch 3&4,Imported LNG,Proposed,2023-2024,Đồng Nai,1624.0,,,Delayed from 2020
TBKHH O Môn,Domestic gas,Operational,2020,Cần Thơ,750.0,,,Lô B gas
TBKHH Phong Điền,Imported LNG,Proposed,2027-2029,Thừa Thiên Huế,3000.0,,,Conversion study
TBKHH Phú Mỹ,Domestic gas,Operational,2000s,Bà Rịa-Vũng Tàu,898.0,,,Modified capacity
TBKHH Phú Mỹ 3.1,Imported LNG,Proposed,2025-2027,Bà Rịa-Vũng Tàu,850.0,,,Expansion
TBKHH Quang Ninh,Imported LNG,Proposed,2027-2029,Quảng Ninh,1500.0,,,Proposed terminal
TBKHH Quảng Bình,Imported LNG,Proposed,2026-2028,Quảng Bình,3000.0,,,Proposed terminal
TBKHH Quảng Nam,Imported LNG,Proposed,2030+,Quảng Nam,4000.0,,,Potential conversion
TBKHH Quảng Ngãi,Imported LNG,Proposed,2030+,Quảng Ngãi,4000.0,,,Proposed terminal
TBKHH Quảng Ninh 2,Imported LNG,Proposed,2029-2030,Quảng Ninh,1500.0,,,Expansion
TBKHH Quảng Ninh 3,Imported LNG,Proposed,2030+,Quảng Ninh,4500.0,,,Future expansion
TBKHH Quảng Ninh 4,Imported LNG,Proposed,2030+,Quảng Ninh,3000.0,,,Hai Ha potential
TBKHH Quảng Trị,Imported LNG,Proposed,2027-2029,Quảng Trị,1320.0,,,Conversion from coal
TBKHH Quỳnh Lập,Imported LNG,Proposed,2027-2030,Nghệ An,1500.0,,,Potential terminal
TBKHH Sông Đốc,Imported LNG,Proposed,2030+,Cà Mau,3000.0,,,Greenfield
TBKHH Sông Tranh,Imported LNG,Cancelled,2015,Quảng Nam,62.0,,,Coal plant cancelled
TBKHH Thái Bình,Imported LNG,Proposed,2027-2030,Thái Bình,4500.0,,,Proposed terminal
TBKHH Thiên Tân,Imported LNG,Proposed,2030+,Ninh Thuận,0.0,,,"Conversion study, no capacity"
TBKHH Tiến Đạt,Imported LNG,Proposed,2030+,Bà Rịa-Vũng Tàu,750.0,,,Proposed
TBKHH Trà Khúc,Imported LNG,Proposed,2027-2029,Quảng Ngãi,850.0,,,Conversion
TBKHH Tân Phúc,Imported LNG,Proposed,2030+,Tiền Giang,4500.0,,,Proposed terminal
TBKHH Tân Thuận,Imported LNG,Proposed,2030+,Cà Mau,3200.0,,,Greenfield
TBKHH Vĩnh Tân III,Imported LNG,Proposed,2030+,Bình Thuận,1980.0,,,Conversion study
TBKHH Vũng Áng,Imported LNG,Proposed,2025-2027,Hà Tĩnh,1500.0,,,Conversion study
TBKHH Vũng Áng II,Imported LNG,Proposed,2024-2025,Hà Tĩnh,1200.0,,,Under construction
TBKHH Vũng Áng III,Imported LNG,Proposed,2028-2030,Hà Tĩnh,1200.0,,,Proposed conversion
TBKHH Vạn Ninh,Imported LNG,Proposed,2030+,Khánh Hòa,3000.0,,,Proposed terminal
TBKHH Ô Môn,Domestic gas,Operational,2020,Cần Thơ,750.0,,,Lô B gas
TBKHH Ô Môn II,Domestic gas,Proposed,2025-2027,Cần Thơ,1050.0,,,Lô B gas
TBKHH Ô Môn III,Domestic gas,Operational,2020,Cần Thơ,750.0,,,Lô B gas
TBKHH Ô Môn IV,Domestic gas,Proposed,2023-2024,Cần Thơ,1050.0,,,Lô B gas delayed
Thiên Tân 1 Solar,Solar,Excluded,Ninh Thuận,300,0,,,
Thiên Tân 2 Solar,Solar,Excluded,Ninh Thuận,400,0,,,
Thiên Tân 3 Solar,Solar,Excluded,Ninh Thuận,300,0,,,
Thu Đức GT,Oil,Decommissioned,1990s,Hồ Chí Minh,165.0,,,Retired
Thu Đức (khí),Domestic gas,Suspended,1990s,Hồ Chí Minh,165.0,,,Potential conversion
Trị An mở rộng,Domestic gas,Proposed,2025,Đồng Nai,200.0,,,Proposed gas unit
Uông Bí #1,Coal,Decommissioned,1970s-2000s,Quảng Ninh,105.0,,,Retired
Uông Bí mở rộng II,Coal,Operational,2011-2014,Quảng Ninh,330.0,,,2x165 MW
Uông Bí mở rộng I,Coal,Operational,2010-2011,Quảng Ninh,300.0,,,2x150 MW CFB
Uông Bí mở rộng III,Coal,Proposed,2025-2026,Quảng Ninh,600.0,,,Proposed expansion
Vàng Danh (LNG),Imported LNG,Proposed,2030+,Quảng Ninh,60.0,,,Conversion study
Vĩnh Sơn,Coal,Operational,2005-2007,Bình Định,66.0,,,Small plant
Vĩnh Sơn II,Coal,Proposed,2016-2018,Bình Định,80.0,,,Proposed unit
Vĩnh Tân II,Coal,Operational,2014-2015,Bình Thuận,1200.0,,,2x600 MW
Vĩnh Tân III,Coal,Proposed,2021-2023,Bình Thuận,1980.0,,,"Delayed 2 years, BOT issues"
Vĩnh Tân IV,Coal,Operational,2017-2018,Bình Thuận,1200.0,,,2x600 MW
Vĩnh Tân IV mở rộng,Coal,Operational,2019,Bình Thuận,600.0,,,Additional 600 MW
Vĩnh Tân VI,Coal,Operational,2020-2021,Bình Thuận,1200.0,,,2x600 MW
Vĩnh Tân VI (LNG),Imported LNG,Proposed,2030+,Bình Thuận,1200.0,,,Conversion study
Vũng Áng I #1-2,Coal,Operational,2013-2014,Hà Tĩnh,1200.0,,,2x600 MW
Vũng Áng II #1-2,Coal,Financed,2024-2025,Hà Tĩnh,1200.0,,,BOT project
Vũng Áng III #1-4,Coal,Suspended,2024-2029,Hà Tĩnh,2400.0,,,"Permitted, delayed 4 years"
Xe bọc bê tông,Imported LNG,Proposed,2030+,Bà Rịa-Vũng Tàu,0.0,,,Study only
Yên Sơn,Coal,Operational,2017,Thanh Hóa,70.0,,,Small plant
Z173,Coal,Proposed,2030+,Multiple,0.0,,,Study plant
Za Hung,Coal,Operational,2009-2010,Thái Nguyên,30.0,,,Small plant
